job_id,title,company_name,source_url,location,posted_date,source_platform,country,sector,description,seniority_level,skills,salary_range,scraped_at,company_size,company_industry,company_contact,company_hq_country,company_type
4342735559,Data Analyst,Orion Innovation,https://mx.linkedin.com/jobs/view/data-analyst-at-orion-innovation-4342735559?position=8&pageNum=5&refId=5t2uLrdQZ4NbcP2SmDzoRg%3D%3D&trackingId=UHLKW76NPLaJGUNIu3cvDA%3D%3D,"México, Mexico",2025-12-08,LinkedIn,Mexico,Tecnología,"Vacante: Data Analyst en Orion Innovation. Ubicación: México, Mexico. Enlace: https://mx.linkedin.com/jobs/view/data-analyst-at-orion-innovation-4342735559?position=8&pageNum=5&refId=5t2uLrdQZ4NbcP2SmDzoRg%3D%3D&trackingId=UHLKW76NPLaJGUNIu3cvDA%3D%3D",Mid,[],,2025-12-09T21:22:07.745990,Startup (1-50),Tecnología,N/A,Latam,Corporación
4336814560,Data Analyst,Orion Innovation,https://mx.linkedin.com/jobs/view/data-analyst-at-orion-innovation-4336814560?position=10&pageNum=5&refId=5t2uLrdQZ4NbcP2SmDzoRg%3D%3D&trackingId=LWfUS578xssfw8G8HGHEJw%3D%3D,Mexico,2025-11-18,LinkedIn,Mexico,Tecnología,Vacante: Data Analyst en Orion Innovation. Ubicación: Mexico. Enlace: https://mx.linkedin.com/jobs/view/data-analyst-at-orion-innovation-4336814560?position=10&pageNum=5&refId=5t2uLrdQZ4NbcP2SmDzoRg%3D%3D&trackingId=LWfUS578xssfw8G8HGHEJw%3D%3D,Mid,[],,2025-12-09T21:22:07.750983,Startup (1-50),Tecnología,N/A,Latam,Corporación
4333389457,CPFR Trainee,Ferrero,https://mx.linkedin.com/jobs/view/cpfr-trainee-at-ferrero-4333389457?position=1&pageNum=7&refId=aD1K3YgKkXOHtD6VWdiZPg%3D%3D&trackingId=fNEawgD4o8Z9%2FXpfShFfGQ%3D%3D,"Gustavo A. Madero, Mexico City, Mexico",2025-11-22,LinkedIn,Mexico,Tecnología,"Vacante: CPFR Trainee en Ferrero. Ubicación: Gustavo A. Madero, Mexico City, Mexico. Enlace: https://mx.linkedin.com/jobs/view/cpfr-trainee-at-ferrero-4333389457?position=1&pageNum=7&refId=aD1K3YgKkXOHtD6VWdiZPg%3D%3D&trackingId=fNEawgD4o8Z9%2FXpfShFfGQ%3D%3D",Junior,[],,2025-12-09T21:22:10.008771,No especificado,Tecnología,N/A,Latam,Corporación
4331653857,ANALISTA DATA ANALYTICS,Actinver,https://mx.linkedin.com/jobs/view/analista-data-analytics-at-actinver-4331653857?position=2&pageNum=7&refId=aD1K3YgKkXOHtD6VWdiZPg%3D%3D&trackingId=6LSFKRKhmbNzmEf7fwpy6w%3D%3D,"Netzahualcóyotl, México, Mexico",2025-10-25,LinkedIn,Mexico,Tecnología,"Vacante: ANALISTA DATA ANALYTICS en Actinver. Ubicación: Netzahualcóyotl, México, Mexico. Enlace: https://mx.linkedin.com/jobs/view/analista-data-analytics-at-actinver-4331653857?position=2&pageNum=7&refId=aD1K3YgKkXOHtD6VWdiZPg%3D%3D&trackingId=6LSFKRKhmbNzmEf7fwpy6w%3D%3D",Sin Nivel Específico,[],,2025-12-09T21:22:10.011630,No especificado,Tecnología,N/A,Latam,Corporación
4325359017,Analista de implementación,ADP,https://mx.linkedin.com/jobs/view/analista-de-implementaci%C3%B3n-at-adp-4325359017?position=3&pageNum=7&refId=aD1K3YgKkXOHtD6VWdiZPg%3D%3D&trackingId=Ky5TBaFAWBrrKpcWwQtBjw%3D%3D,Mexico City Metropolitan Area,2025-12-02,LinkedIn,Mexico,Tecnología,Vacante: Analista de implementación en ADP. Ubicación: Mexico City Metropolitan Area. Enlace: https://mx.linkedin.com/jobs/view/analista-de-implementaci%C3%B3n-at-adp-4325359017?position=3&pageNum=7&refId=aD1K3YgKkXOHtD6VWdiZPg%3D%3D&trackingId=Ky5TBaFAWBrrKpcWwQtBjw%3D%3D,Sin Nivel Específico,[],,2025-12-09T21:22:10.015518,No especificado,Tecnología,N/A,Latam,Corporación
4321856606,Data Analyst | Contabilidad,Empresa Confidencial,https://mx.linkedin.com/jobs/view/data-analyst-contabilidad-at-empresa-confidencial-4321856606?position=4&pageNum=7&refId=aD1K3YgKkXOHtD6VWdiZPg%3D%3D&trackingId=dV51o60kq4tVJqSrxDnn1A%3D%3D,Mexico City Metropolitan Area,2025-11-11,LinkedIn,Mexico,Tecnología,Vacante: Data Analyst | Contabilidad en Empresa Confidencial. Ubicación: Mexico City Metropolitan Area. Enlace: https://mx.linkedin.com/jobs/view/data-analyst-contabilidad-at-empresa-confidencial-4321856606?position=4&pageNum=7&refId=aD1K3YgKkXOHtD6VWdiZPg%3D%3D&trackingId=dV51o60kq4tVJqSrxDnn1A%3D%3D,Mid,[],,2025-12-09T21:22:10.019515,No especificado,Tecnología,N/A,Colombia,Corporación
4337010282,Data Reporting Analyst (Advanced English Required),Baufest,https://mx.linkedin.com/jobs/view/data-reporting-analyst-advanced-english-required-at-baufest-4337010282?position=5&pageNum=7&refId=aD1K3YgKkXOHtD6VWdiZPg%3D%3D&trackingId=04yjKLf7iIhm%2BOD9Cr27rg%3D%3D,Mexico,2025-11-18,LinkedIn,Mexico,Tecnología,Vacante: Data Reporting Analyst (Advanced English Required) en Baufest. Ubicación: Mexico. Enlace: https://mx.linkedin.com/jobs/view/data-reporting-analyst-advanced-english-required-at-baufest-4337010282?position=5&pageNum=7&refId=aD1K3YgKkXOHtD6VWdiZPg%3D%3D&trackingId=04yjKLf7iIhm%2BOD9Cr27rg%3D%3D,Senior,[],,2025-12-09T21:22:10.022512,No especificado,Tecnología,N/A,España,Corporación
4311120969,Data Analyst - Learning (Mexico),MedTrainer,https://mx.linkedin.com/jobs/view/data-analyst-learning-mexico-at-medtrainer-4311120969?position=6&pageNum=7&refId=aD1K3YgKkXOHtD6VWdiZPg%3D%3D&trackingId=x5pdEKdfQH4qMqU74mnbzw%3D%3D,"Querétaro, Querétaro, Mexico",2025-10-06,LinkedIn,Mexico,EdTech,"Vacante: Data Analyst - Learning (Mexico) en MedTrainer. Ubicación: Querétaro, Querétaro, Mexico. Enlace: https://mx.linkedin.com/jobs/view/data-analyst-learning-mexico-at-medtrainer-4311120969?position=6&pageNum=7&refId=aD1K3YgKkXOHtD6VWdiZPg%3D%3D&trackingId=x5pdEKdfQH4qMqU74mnbzw%3D%3D",Mid,[],,2025-12-09T21:22:10.027510,No especificado,Tecnología,N/A,Latam,Corporación
4324549791,Digital Data Analyst,ELOGIA,https://mx.linkedin.com/jobs/view/digital-data-analyst-at-elogia-4324549791?position=7&pageNum=7&refId=aD1K3YgKkXOHtD6VWdiZPg%3D%3D&trackingId=YWAn%2FviKNJNBU2dEgO8pOg%3D%3D,"Mexico City, Mexico",2025-11-27,LinkedIn,Mexico,Tecnología,"Vacante: Digital Data Analyst en ELOGIA. Ubicación: Mexico City, Mexico. Enlace: https://mx.linkedin.com/jobs/view/digital-data-analyst-at-elogia-4324549791?position=7&pageNum=7&refId=aD1K3YgKkXOHtD6VWdiZPg%3D%3D&trackingId=YWAn%2FviKNJNBU2dEgO8pOg%3D%3D",Mid,[],,2025-12-09T21:22:10.030507,No especificado,Tecnología,N/A,Latam,Corporación
4336735209,Especialsita de Data,Publicis Groupe México,https://mx.linkedin.com/jobs/view/especialsita-de-data-at-publicis-groupe-m%C3%A9xico-4336735209?position=8&pageNum=7&refId=aD1K3YgKkXOHtD6VWdiZPg%3D%3D&trackingId=nxWLDnUHPu5Hw0z5zfnW8Q%3D%3D,Mexico City Metropolitan Area,2025-11-18,LinkedIn,Mexico,Tecnología,Vacante: Especialsita de Data en Publicis Groupe México. Ubicación: Mexico City Metropolitan Area. Enlace: https://mx.linkedin.com/jobs/view/especialsita-de-data-at-publicis-groupe-m%C3%A9xico-4336735209?position=8&pageNum=7&refId=aD1K3YgKkXOHtD6VWdiZPg%3D%3D&trackingId=nxWLDnUHPu5Hw0z5zfnW8Q%3D%3D,Sin Nivel Específico,[],,2025-12-09T21:22:10.036503,Grande (201-1000),Tecnología,N/A,México,Corporación
